segment_path,source_file,speaker,original_id,segment_index,start_sample,target_class,risk_score,binary_confidence,agreement,emotion_vote,num_responses,A,D,F,H,N,S
voicevote_v61/non_risk/1081__1081_IWW_HAP_XX__seg02.wav,1081_IWW_HAP_XX.wav,1081,1081_IWW_HAP_XX,2,16000,non_risk,0.22222222,0.77777778,0.50000000,N,10,0,1,2,2,5,0
voicevote_v61/non_risk/1081__1081_IWW_NEU_XX__seg00.wav,1081_IWW_NEU_XX.wav,1081,1081_IWW_NEU_XX,0,0,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,3,0,7,0
voicevote_v61/non_risk/1081__1081_IWW_NEU_XX__seg01.wav,1081_IWW_NEU_XX.wav,1081,1081_IWW_NEU_XX,1,8000,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,3,0,7,0
voicevote_v61/non_risk/1081__1081_IWW_NEU_XX__seg02.wav,1081_IWW_NEU_XX.wav,1081,1081_IWW_NEU_XX,2,16000,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,3,0,7,0
voicevote_v61/non_risk/1081__1081_IWW_NEU_XX__seg03.wav,1081_IWW_NEU_XX.wav,1081,1081_IWW_NEU_XX,3,24000,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,3,0,7,0
voicevote_v61/non_risk/1081__1081_MTI_FEA_XX__seg00.wav,1081_MTI_FEA_XX.wav,1081,1081_MTI_FEA_XX,0,0,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1081__1081_MTI_FEA_XX__seg01.wav,1081_MTI_FEA_XX.wav,1081,1081_MTI_FEA_XX,1,8000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1081__1081_MTI_FEA_XX__seg02.wav,1081_MTI_FEA_XX.wav,1081,1081_MTI_FEA_XX,2,16000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1081__1081_MTI_FEA_XX__seg03.wav,1081_MTI_FEA_XX.wav,1081,1081_MTI_FEA_XX,3,24000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1081__1081_MTI_FEA_XX__seg04.wav,1081_MTI_FEA_XX.wav,1081,1081_MTI_FEA_XX,4,32000,non_risk,0.22222222,0.77777778,0.77777778,N,9,0,0,1,0,7,1
voicevote_v61/non_risk/1081__1081_MTI_HAP_XX__seg00.wav,1081_MTI_HAP_XX.wav,1081,1081_MTI_HAP_XX,0,0,non_risk,0.25000000,0.75000000,0.50000000,N,8,1,0,1,2,4,0
voicevote_v61/non_risk/1081__1081_MTI_HAP_XX__seg01.wav,1081_MTI_HAP_XX.wav,1081,1081_MTI_HAP_XX,1,8000,non_risk,0.25000000,0.75000000,0.50000000,N,8,1,0,1,2,4,0
voicevote_v61/non_risk/1081__1081_MTI_HAP_XX__seg02.wav,1081_MTI_HAP_XX.wav,1081,1081_MTI_HAP_XX,2,16000,non_risk,0.25000000,0.75000000,0.50000000,N,8,1,0,1,2,4,0
voicevote_v61/non_risk/1081__1081_MTI_HAP_XX__seg03.wav,1081_MTI_HAP_XX.wav,1081,1081_MTI_HAP_XX,3,24000,non_risk,0.25000000,0.75000000,0.50000000,N,8,1,0,1,2,4,0
voicevote_v61/non_risk/1081__1081_MTI_HAP_XX__seg04.wav,1081_MTI_HAP_XX.wav,1081,1081_MTI_HAP_XX,4,32000,non_risk,0.25000000,0.75000000,0.50000000,N,8,1,0,1,2,4,0
voicevote_v61/non_risk/1081__1081_MTI_NEU_XX__seg00.wav,1081_MTI_NEU_XX.wav,1081,1081_MTI_NEU_XX,0,0,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,0,0,7,3
voicevote_v61/non_risk/1081__1081_MTI_NEU_XX__seg01.wav,1081_MTI_NEU_XX.wav,1081,1081_MTI_NEU_XX,1,8000,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,0,0,7,3
voicevote_v61/non_risk/1081__1081_MTI_NEU_XX__seg02.wav,1081_MTI_NEU_XX.wav,1081,1081_MTI_NEU_XX,2,16000,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,0,0,7,3
voicevote_v61/non_risk/1081__1081_MTI_NEU_XX__seg03.wav,1081_MTI_NEU_XX.wav,1081,1081_MTI_NEU_XX,3,24000,non_risk,0.30000000,0.70000000,0.70000000,N,10,0,0,0,0,7,3
voicevote_v61/risk/1081__1081_TAI_HAP_XX__seg00.wav,1081_TAI_HAP_XX.wav,1081,1081_TAI_HAP_XX,0,0,risk,0.75000000,0.75000000,0.60000000,F,10,0,2,6,2,0,0
voicevote_v61/risk/1081__1081_TAI_HAP_XX__seg01.wav,1081_TAI_HAP_XX.wav,1081,1081_TAI_HAP_XX,1,8000,risk,0.75000000,0.75000000,0.60000000,F,10,0,2,6,2,0,0
voicevote_v61/risk/1081__1081_TAI_HAP_XX__seg02.wav,1081_TAI_HAP_XX.wav,1081,1081_TAI_HAP_XX,2,16000,risk,0.75000000,0.75000000,0.60000000,F,10,0,2,6,2,0,0
voicevote_v61/risk/1081__1081_TAI_HAP_XX__seg03.wav,1081_TAI_HAP_XX.wav,1081,1081_TAI_HAP_XX,3,24000,risk,0.75000000,0.75000000,0.60000000,F,10,0,2,6,2,0,0
voicevote_v61/non_risk/1081__1081_TAI_NEU_XX__seg00.wav,1081_TAI_NEU_XX.wav,1081,1081_TAI_NEU_XX,0,0,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1081__1081_TAI_NEU_XX__seg01.wav,1081_TAI_NEU_XX.wav,1081,1081_TAI_NEU_XX,1,8000,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1081__1081_TAI_NEU_XX__seg02.wav,1081_TAI_NEU_XX.wav,1081,1081_TAI_NEU_XX,2,16000,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1081__1081_TAI_NEU_XX__seg03.wav,1081_TAI_NEU_XX.wav,1081,1081_TAI_NEU_XX,3,24000,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1081__1081_TIE_HAP_XX__seg00.wav,1081_TIE_HAP_XX.wav,1081,1081_TIE_HAP_XX,0,0,non_risk,0.14285714,0.85714286,0.33333333,H:N,9,0,2,0,3,3,1
voicevote_v61/non_risk/1081__1081_TIE_HAP_XX__seg01.wav,1081_TIE_HAP_XX.wav,1081,1081_TIE_HAP_XX,1,8000,non_risk,0.14285714,0.85714286,0.33333333,H:N,9,0,2,0,3,3,1
voicevote_v61/non_risk/1081__1081_TIE_HAP_XX__seg02.wav,1081_TIE_HAP_XX.wav,1081,1081_TIE_HAP_XX,2,16000,non_risk,0.14285714,0.85714286,0.33333333,H:N,9,0,2,0,3,3,1
voicevote_v61/non_risk/1081__1081_TIE_HAP_XX__seg03.wav,1081_TIE_HAP_XX.wav,1081,1081_TIE_HAP_XX,3,24000,non_risk,0.14285714,0.85714286,0.33333333,H:N,9,0,2,0,3,3,1
voicevote_v61/non_risk/1081__1081_TIE_NEU_XX__seg00.wav,1081_TIE_NEU_XX.wav,1081,1081_TIE_NEU_XX,0,0,non_risk,0.27272727,0.72727273,0.72727273,N,11,1,0,1,0,8,1
voicevote_v61/non_risk/1081__1081_TIE_NEU_XX__seg01.wav,1081_TIE_NEU_XX.wav,1081,1081_TIE_NEU_XX,1,8000,non_risk,0.27272727,0.72727273,0.72727273,N,11,1,0,1,0,8,1
voicevote_v61/non_risk/1081__1081_TIE_NEU_XX__seg02.wav,1081_TIE_NEU_XX.wav,1081,1081_TIE_NEU_XX,2,16000,non_risk,0.27272727,0.72727273,0.72727273,N,11,1,0,1,0,8,1
voicevote_v61/risk/1081__1081_TSI_ANG_XX__seg00.wav,1081_TSI_ANG_XX.wav,1081,1081_TSI_ANG_XX,0,0,risk,1.00000000,1.00000000,0.55555556,A,9,5,0,4,0,0,0
voicevote_v61/risk/1081__1081_TSI_ANG_XX__seg01.wav,1081_TSI_ANG_XX.wav,1081,1081_TSI_ANG_XX,1,8000,risk,1.00000000,1.00000000,0.55555556,A,9,5,0,4,0,0,0
voicevote_v61/risk/1081__1081_TSI_ANG_XX__seg02.wav,1081_TSI_ANG_XX.wav,1081,1081_TSI_ANG_XX,2,16000,risk,1.00000000,1.00000000,0.55555556,A,9,5,0,4,0,0,0
voicevote_v61/risk/1081__1081_TSI_FEA_XX__seg00.wav,1081_TSI_FEA_XX.wav,1081,1081_TSI_FEA_XX,0,0,risk,0.77777778,0.77777778,0.77777778,F,9,0,0,7,0,2,0
voicevote_v61/risk/1081__1081_TSI_FEA_XX__seg01.wav,1081_TSI_FEA_XX.wav,1081,1081_TSI_FEA_XX,1,8000,risk,0.77777778,0.77777778,0.77777778,F,9,0,0,7,0,2,0
voicevote_v61/risk/1081__1081_TSI_FEA_XX__seg02.wav,1081_TSI_FEA_XX.wav,1081,1081_TSI_FEA_XX,2,16000,risk,0.77777778,0.77777778,0.77777778,F,9,0,0,7,0,2,0
voicevote_v61/risk/1081__1081_TSI_FEA_XX__seg03.wav,1081_TSI_FEA_XX.wav,1081,1081_TSI_FEA_XX,3,24000,risk,0.77777778,0.77777778,0.77777778,F,9,0,0,7,0,2,0
voicevote_v61/non_risk/1081__1081_TSI_HAP_XX__seg00.wav,1081_TSI_HAP_XX.wav,1081,1081_TSI_HAP_XX,0,0,non_risk,0.11111111,0.88888889,0.60000000,H,10,0,1,1,6,2,0
voicevote_v61/non_risk/1081__1081_TSI_HAP_XX__seg01.wav,1081_TSI_HAP_XX.wav,1081,1081_TSI_HAP_XX,1,8000,non_risk,0.11111111,0.88888889,0.60000000,H,10,0,1,1,6,2,0
voicevote_v61/non_risk/1081__1081_TSI_HAP_XX__seg02.wav,1081_TSI_HAP_XX.wav,1081,1081_TSI_HAP_XX,2,16000,non_risk,0.11111111,0.88888889,0.60000000,H,10,0,1,1,6,2,0
voicevote_v61/non_risk/1081__1081_TSI_HAP_XX__seg03.wav,1081_TSI_HAP_XX.wav,1081,1081_TSI_HAP_XX,3,24000,non_risk,0.11111111,0.88888889,0.60000000,H,10,0,1,1,6,2,0
voicevote_v61/non_risk/1081__1081_TSI_NEU_XX__seg00.wav,1081_TSI_NEU_XX.wav,1081,1081_TSI_NEU_XX,0,0,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_TSI_NEU_XX__seg01.wav,1081_TSI_NEU_XX.wav,1081,1081_TSI_NEU_XX,1,8000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_TSI_NEU_XX__seg02.wav,1081_TSI_NEU_XX.wav,1081,1081_TSI_NEU_XX,2,16000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_TSI_NEU_XX__seg03.wav,1081_TSI_NEU_XX.wav,1081,1081_TSI_NEU_XX,3,24000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_WSI_FEA_XX__seg00.wav,1081_WSI_FEA_XX.wav,1081,1081_WSI_FEA_XX,0,0,non_risk,0.14285714,0.85714286,0.85714286,N,7,0,0,0,0,6,1
voicevote_v61/non_risk/1081__1081_WSI_FEA_XX__seg01.wav,1081_WSI_FEA_XX.wav,1081,1081_WSI_FEA_XX,1,8000,non_risk,0.14285714,0.85714286,0.85714286,N,7,0,0,0,0,6,1
voicevote_v61/non_risk/1081__1081_WSI_FEA_XX__seg02.wav,1081_WSI_FEA_XX.wav,1081,1081_WSI_FEA_XX,2,16000,non_risk,0.14285714,0.85714286,0.85714286,N,7,0,0,0,0,6,1
voicevote_v61/non_risk/1081__1081_WSI_FEA_XX__seg03.wav,1081_WSI_FEA_XX.wav,1081,1081_WSI_FEA_XX,3,24000,non_risk,0.14285714,0.85714286,0.85714286,N,7,0,0,0,0,6,1
voicevote_v61/non_risk/1081__1081_WSI_FEA_XX__seg04.wav,1081_WSI_FEA_XX.wav,1081,1081_WSI_FEA_XX,4,32000,non_risk,0.14285714,0.85714286,0.85714286,N,7,0,0,0,0,6,1
voicevote_v61/non_risk/1081__1081_WSI_NEU_XX__seg00.wav,1081_WSI_NEU_XX.wav,1081,1081_WSI_NEU_XX,0,0,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_WSI_NEU_XX__seg01.wav,1081_WSI_NEU_XX.wav,1081,1081_WSI_NEU_XX,1,8000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_WSI_NEU_XX__seg02.wav,1081_WSI_NEU_XX.wav,1081,1081_WSI_NEU_XX,2,16000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_WSI_NEU_XX__seg03.wav,1081_WSI_NEU_XX.wav,1081,1081_WSI_NEU_XX,3,24000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_WSI_NEU_XX__seg04.wav,1081_WSI_NEU_XX.wav,1081,1081_WSI_NEU_XX,4,32000,non_risk,0.00000000,1.00000000,0.80000000,N,10,0,2,0,0,8,0
voicevote_v61/non_risk/1081__1081_WSI_SAD_XX__seg00.wav,1081_WSI_SAD_XX.wav,1081,1081_WSI_SAD_XX,0,0,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/non_risk/1081__1081_WSI_SAD_XX__seg01.wav,1081_WSI_SAD_XX.wav,1081,1081_WSI_SAD_XX,1,8000,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/non_risk/1081__1081_WSI_SAD_XX__seg02.wav,1081_WSI_SAD_XX.wav,1081,1081_WSI_SAD_XX,2,16000,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/non_risk/1081__1081_WSI_SAD_XX__seg03.wav,1081_WSI_SAD_XX.wav,1081,1081_WSI_SAD_XX,3,24000,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/risk/1082__1082_DFA_ANG_XX__seg00.wav,1082_DFA_ANG_XX.wav,1082,1082_DFA_ANG_XX,0,0,risk,0.83333333,0.83333333,0.62500000,A,8,5,2,0,0,1,0
voicevote_v61/risk/1082__1082_DFA_ANG_XX__seg01.wav,1082_DFA_ANG_XX.wav,1082,1082_DFA_ANG_XX,1,8000,risk,0.83333333,0.83333333,0.62500000,A,8,5,2,0,0,1,0
voicevote_v61/risk/1082__1082_DFA_ANG_XX__seg02.wav,1082_DFA_ANG_XX.wav,1082,1082_DFA_ANG_XX,2,16000,risk,0.83333333,0.83333333,0.62500000,A,8,5,2,0,0,1,0
voicevote_v61/risk/1082__1082_DFA_DIS_XX__seg00.wav,1082_DFA_DIS_XX.wav,1082,1082_DFA_DIS_XX,0,0,risk,0.75000000,0.75000000,0.55555556,A,9,5,1,1,0,2,0
voicevote_v61/risk/1082__1082_DFA_DIS_XX__seg01.wav,1082_DFA_DIS_XX.wav,1082,1082_DFA_DIS_XX,1,8000,risk,0.75000000,0.75000000,0.55555556,A,9,5,1,1,0,2,0
voicevote_v61/risk/1082__1082_DFA_DIS_XX__seg02.wav,1082_DFA_DIS_XX.wav,1082,1082_DFA_DIS_XX,2,16000,risk,0.75000000,0.75000000,0.55555556,A,9,5,1,1,0,2,0
voicevote_v61/risk/1082__1082_DFA_FEA_XX__seg00.wav,1082_DFA_FEA_XX.wav,1082,1082_DFA_FEA_XX,0,0,risk,0.71428571,0.71428571,0.44444444,A,9,4,2,0,0,2,1
voicevote_v61/risk/1082__1082_DFA_FEA_XX__seg01.wav,1082_DFA_FEA_XX.wav,1082,1082_DFA_FEA_XX,1,8000,risk,0.71428571,0.71428571,0.44444444,A,9,4,2,0,0,2,1
voicevote_v61/risk/1082__1082_DFA_FEA_XX__seg02.wav,1082_DFA_FEA_XX.wav,1082,1082_DFA_FEA_XX,2,16000,risk,0.71428571,0.71428571,0.44444444,A,9,4,2,0,0,2,1
voicevote_v61/non_risk/1082__1082_DFA_HAP_XX__seg00.wav,1082_DFA_HAP_XX.wav,1082,1082_DFA_HAP_XX,0,0,non_risk,0.12500000,0.87500000,0.66666667,N,9,0,1,1,1,6,0
voicevote_v61/non_risk/1082__1082_DFA_HAP_XX__seg01.wav,1082_DFA_HAP_XX.wav,1082,1082_DFA_HAP_XX,1,8000,non_risk,0.12500000,0.87500000,0.66666667,N,9,0,1,1,1,6,0
voicevote_v61/non_risk/1082__1082_DFA_HAP_XX__seg02.wav,1082_DFA_HAP_XX.wav,1082,1082_DFA_HAP_XX,2,16000,non_risk,0.12500000,0.87500000,0.66666667,N,9,0,1,1,1,6,0
voicevote_v61/non_risk/1082__1082_DFA_NEU_XX__seg00.wav,1082_DFA_NEU_XX.wav,1082,1082_DFA_NEU_XX,0,0,non_risk,0.00000000,1.00000000,0.87500000,N,8,0,0,0,1,7,0
voicevote_v61/non_risk/1082__1082_DFA_NEU_XX__seg01.wav,1082_DFA_NEU_XX.wav,1082,1082_DFA_NEU_XX,1,8000,non_risk,0.00000000,1.00000000,0.87500000,N,8,0,0,0,1,7,0
voicevote_v61/non_risk/1082__1082_DFA_NEU_XX__seg02.wav,1082_DFA_NEU_XX.wav,1082,1082_DFA_NEU_XX,2,16000,non_risk,0.00000000,1.00000000,0.87500000,N,8,0,0,0,1,7,0
voicevote_v61/non_risk/1082__1082_DFA_SAD_XX__seg00.wav,1082_DFA_SAD_XX.wav,1082,1082_DFA_SAD_XX,0,0,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1082__1082_DFA_SAD_XX__seg01.wav,1082_DFA_SAD_XX.wav,1082,1082_DFA_SAD_XX,1,8000,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1082__1082_DFA_SAD_XX__seg02.wav,1082_DFA_SAD_XX.wav,1082,1082_DFA_SAD_XX,2,16000,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/non_risk/1082__1082_DFA_SAD_XX__seg03.wav,1082_DFA_SAD_XX.wav,1082,1082_DFA_SAD_XX,3,24000,non_risk,0.10000000,0.90000000,0.80000000,N,10,0,0,0,1,8,1
voicevote_v61/risk/1082__1082_IEO_ANG_HI__seg00.wav,1082_IEO_ANG_HI.wav,1082,1082_IEO_ANG_HI,0,0,risk,0.88888889,0.88888889,0.80000000,A,10,8,1,0,0,1,0
voicevote_v61/risk/1082__1082_IEO_ANG_HI__seg01.wav,1082_IEO_ANG_HI.wav,1082,1082_IEO_ANG_HI,1,8000,risk,0.88888889,0.88888889,0.80000000,A,10,8,1,0,0,1,0
voicevote_v61/risk/1082__1082_IEO_ANG_HI__seg02.wav,1082_IEO_ANG_HI.wav,1082,1082_IEO_ANG_HI,2,16000,risk,0.88888889,0.88888889,0.80000000,A,10,8,1,0,0,1,0
voicevote_v61/risk/1082__1082_IEO_ANG_HI__seg03.wav,1082_IEO_ANG_HI.wav,1082,1082_IEO_ANG_HI,3,24000,risk,0.88888889,0.88888889,0.80000000,A,10,8,1,0,0,1,0
voicevote_v61/non_risk/1082__1082_IEO_ANG_LO__seg00.wav,1082_IEO_ANG_LO.wav,1082,1082_IEO_ANG_LO,0,0,non_risk,0.00000000,1.00000000,0.71428571,N,7,0,1,0,1,5,0
voicevote_v61/non_risk/1082__1082_IEO_ANG_LO__seg01.wav,1082_IEO_ANG_LO.wav,1082,1082_IEO_ANG_LO,1,8000,non_risk,0.00000000,1.00000000,0.71428571,N,7,0,1,0,1,5,0
voicevote_v61/non_risk/1082__1082_IEO_ANG_LO__seg02.wav,1082_IEO_ANG_LO.wav,1082,1082_IEO_ANG_LO,2,16000,non_risk,0.00000000,1.00000000,0.71428571,N,7,0,1,0,1,5,0
voicevote_v61/non_risk/1082__1082_IEO_ANG_MD__seg00.wav,1082_IEO_ANG_MD.wav,1082,1082_IEO_ANG_MD,0,0,non_risk,0.14285714,0.85714286,0.75000000,N,8,1,1,0,0,6,0
voicevote_v61/non_risk/1082__1082_IEO_ANG_MD__seg01.wav,1082_IEO_ANG_MD.wav,1082,1082_IEO_ANG_MD,1,8000,non_risk,0.14285714,0.85714286,0.75000000,N,8,1,1,0,0,6,0
voicevote_v61/non_risk/1082__1082_IEO_ANG_MD__seg02.wav,1082_IEO_ANG_MD.wav,1082,1082_IEO_ANG_MD,2,16000,non_risk,0.14285714,0.85714286,0.75000000,N,8,1,1,0,0,6,0
voicevote_v61/non_risk/1082__1082_IEO_DIS_LO__seg00.wav,1082_IEO_DIS_LO.wav,1082,1082_IEO_DIS_LO,0,0,non_risk,0.28571429,0.71428571,0.55555556,N,9,1,2,0,0,5,1
voicevote_v61/non_risk/1082__1082_IEO_DIS_LO__seg01.wav,1082_IEO_DIS_LO.wav,1082,1082_IEO_DIS_LO,1,8000,non_risk,0.28571429,0.71428571,0.55555556,N,9,1,2,0,0,5,1
voicevote_v61/non_risk/1082__1082_IEO_DIS_LO__seg02.wav,1082_IEO_DIS_LO.wav,1082,1082_IEO_DIS_LO,2,16000,non_risk,0.28571429,0.71428571,0.55555556,N,9,1,2,0,0,5,1
voicevote_v61/non_risk/1082__1082_IEO_DIS_LO__seg03.wav,1082_IEO_DIS_LO.wav,1082,1082_IEO_DIS_LO,3,24000,non_risk,0.28571429,0.71428571,0.55555556,N,9,1,2,0,0,5,1
voicevote_v61/risk/1082__1082_IEO_FEA_HI__seg00.wav,1082_IEO_FEA_HI.wav,1082,1082_IEO_FEA_HI,0,0,risk,0.77777778,0.77777778,0.40000000,S,10,0,1,3,0,2,4
voicevote_v61/risk/1082__1082_IEO_FEA_HI__seg01.wav,1082_IEO_FEA_HI.wav,1082,1082_IEO_FEA_HI,1,8000,risk,0.77777778,0.77777778,0.40000000,S,10,0,1,3,0,2,4
voicevote_v61/risk/1082__1082_IEO_FEA_HI__seg02.wav,1082_IEO_FEA_HI.wav,1082,1082_IEO_FEA_HI,2,16000,risk,0.77777778,0.77777778,0.40000000,S,10,0,1,3,0,2,4
voicevote_v61/risk/1082__1082_IEO_FEA_HI__seg03.wav,1082_IEO_FEA_HI.wav,1082,1082_IEO_FEA_HI,3,24000,risk,0.77777778,0.77777778,0.40000000,S,10,0,1,3,0,2,4
voicevote_v61/non_risk/1082__1082_IEO_FEA_LO__seg00.wav,1082_IEO_FEA_LO.wav,1082,1082_IEO_FEA_LO,0,0,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/non_risk/1082__1082_IEO_FEA_LO__seg01.wav,1082_IEO_FEA_LO.wav,1082,1082_IEO_FEA_LO,1,8000,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/non_risk/1082__1082_IEO_FEA_LO__seg02.wav,1082_IEO_FEA_LO.wav,1082,1082_IEO_FEA_LO,2,16000,non_risk,0.20000000,0.80000000,0.80000000,N,10,0,0,0,0,8,2
voicevote_v61/non_risk/1082__1082_IEO_FEA_MD__seg00.wav,1082_IEO_FEA_MD.wav,1082,1082_IEO_FEA_MD,0,0,non_risk,0.14285714,0.85714286,0.75000000,N,8,0,1,1,0,6,0
voicevote_v61/non_risk/1082__1082_IEO_FEA_MD__seg01.wav,1082_IEO_FEA_MD.wav,1082,1082_IEO_FEA_MD,1,8000,non_risk,0.14285714,0.85714286,0.75000000,N,8,0,1,1,0,6,0
voicevote_v61/non_risk/1082__1082_IEO_FEA_MD__seg02.wav,1082_IEO_FEA_MD.wav,1082,1082_IEO_FEA_MD,2,16000,non_risk,0.14285714,0.85714286,0.75000000,N,8,0,1,1,0,6,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_HI__seg00.wav,1082_IEO_HAP_HI.wav,1082,1082_IEO_HAP_HI,0,0,non_risk,0.00000000,1.00000000,0.62500000,H,8,0,0,0,5,3,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_HI__seg01.wav,1082_IEO_HAP_HI.wav,1082,1082_IEO_HAP_HI,1,8000,non_risk,0.00000000,1.00000000,0.62500000,H,8,0,0,0,5,3,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_HI__seg02.wav,1082_IEO_HAP_HI.wav,1082,1082_IEO_HAP_HI,2,16000,non_risk,0.00000000,1.00000000,0.62500000,H,8,0,0,0,5,3,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_LO__seg00.wav,1082_IEO_HAP_LO.wav,1082,1082_IEO_HAP_LO,0,0,non_risk,0.10000000,0.90000000,0.50000000,H,10,0,0,1,5,4,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_LO__seg01.wav,1082_IEO_HAP_LO.wav,1082,1082_IEO_HAP_LO,1,8000,non_risk,0.10000000,0.90000000,0.50000000,H,10,0,0,1,5,4,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_LO__seg02.wav,1082_IEO_HAP_LO.wav,1082,1082_IEO_HAP_LO,2,16000,non_risk,0.10000000,0.90000000,0.50000000,H,10,0,0,1,5,4,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_MD__seg00.wav,1082_IEO_HAP_MD.wav,1082,1082_IEO_HAP_MD,0,0,non_risk,0.00000000,1.00000000,0.60000000,N,10,0,0,0,4,6,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_MD__seg01.wav,1082_IEO_HAP_MD.wav,1082,1082_IEO_HAP_MD,1,8000,non_risk,0.00000000,1.00000000,0.60000000,N,10,0,0,0,4,6,0
voicevote_v61/non_risk/1082__1082_IEO_HAP_MD__seg02.wav,1082_IEO_HAP_MD.wav,1082,1082_IEO_HAP_MD,2,16000,non_risk,0.00000000,1.00000000,0.60000000,N,10,0,0,0,4,6,0
voicevote_v61/non_risk/1082__1082_IEO_NEU_XX__seg00.wav,1082_IEO_NEU_XX.wav,1082,1082_IEO_NEU_XX,0,0,non_risk,0.00000000,1.00000000,1.00000000,N,11,0,0,0,0,11,0
voicevote_v61/non_risk/1082__1082_IEO_NEU_XX__seg01.wav,1082_IEO_NEU_XX.wav,1082,1082_IEO_NEU_XX,1,8000,non_risk,0.00000000,1.00000000,1.00000000,N,11,0,0,0,0,11,0
voicevote_v61/non_risk/1082__1082_IEO_NEU_XX__seg02.wav,1082_IEO_NEU_XX.wav,1082,1082_IEO_NEU_XX,2,16000,non_risk,0.00000000,1.00000000,1.00000000,N,11,0,0,0,0,11,0
voicevote_v61/non_risk/1082__1082_IEO_SAD_LO__seg00.wav,1082_IEO_SAD_LO.wav,1082,1082_IEO_SAD_LO,0,0,non_risk,0.00000000,1.00000000,0.88888889,N,9,0,1,0,0,8,0
voicevote_v61/non_risk/1082__1082_IEO_SAD_LO__seg01.wav,1082_IEO_SAD_LO.wav,1082,1082_IEO_SAD_LO,1,8000,non_risk,0.00000000,1.00000000,0.88888889,N,9,0,1,0,0,8,0
voicevote_v61/non_risk/1082__1082_IEO_SAD_LO__seg02.wav,1082_IEO_SAD_LO.wav,1082,1082_IEO_SAD_LO,2,16000,non_risk,0.00000000,1.00000000,0.88888889,N,9,0,1,0,0,8,0
voicevote_v61/risk/1082__1082_IEO_SAD_MD__seg00.wav,1082_IEO_SAD_MD.wav,1082,1082_IEO_SAD_MD,0,0,risk,1.00000000,1.00000000,1.00000000,S,9,0,0,0,0,0,9
